x,y,z
-0.22654,-0.60691,2.22956
-0.22654,-0.61660,2.22976
-0.20603,-0.60806,2.23561
-0.20611,-0.58897,2.23604
-0.18493,-0.57847,2.23486
-0.18493,-0.58813,2.23520
-0.20588,-0.59780,2.23346
-0.18473,-0.60662,2.23287
-0.18459,-0.61573,2.23117
-0.20594,-0.57874,2.23379
-0.18480,-0.59723,2.23358
-0.16332,-0.59667,2.23351
-0.16327,-0.58673,2.23225
-0.13739,-0.58673,2.23418
-0.13725,-0.59554,2.23161
-0.16297,-0.61427,2.22824
-0.16315,-0.60547,2.23089
-0.13711,-0.60433,2.22899
-0.13696,-0.61310,2.22634
-0.20600,-0.64697,2.23613
-0.20616,-0.63783,2.23797
-0.18487,-0.65612,2.23628
-0.20594,-0.62720,2.23501
-0.20618,-0.61835,2.23772
-0.16333,-0.64545,2.23525
-0.13742,-0.64545,2.23719
-0.18476,-0.64576,2.23436
-0.18465,-0.62572,2.23228
-0.18477,-0.63603,2.23430
-0.16329,-0.63543,2.23424
-0.16279,-0.62305,2.22554
-0.13695,-0.62276,2.22652
-0.13680,-0.63153,2.22378
-0.16320,-0.65458,2.23338
-0.13726,-0.65427,2.23436
-0.06870,-0.63513,2.23872
-0.06875,-0.62631,2.24147
-0.06864,-0.64393,2.23593
-0.04721,-0.65334,2.23562
-0.11572,-0.65180,2.22809
-0.11581,-0.64272,2.22996
-0.09464,-0.64332,2.23297
-0.09465,-0.65334,2.23395
-0.11593,-0.63393,2.23274
-0.11584,-0.62335,2.22976
-0.09470,-0.62424,2.23373
-0.09461,-0.63303,2.23099
-0.04726,-0.62335,2.23254
-0.04724,-0.63243,2.23075
-0.06858,-0.65272,2.23311
-0.04722,-0.64241,2.23178
-0.11608,-0.60576,2.23512
-0.09478,-0.60547,2.23527
-0.11613,-0.58673,2.23552
-0.09495,-0.58785,2.24047
-0.09499,-0.57847,2.24110
-0.09487,-0.59667,2.23789
-0.11596,-0.61456,2.23246
-0.09466,-0.61398,2.23165
-0.11598,-0.59525,2.23199
-0.06869,-0.59469,2.23224
-0.06871,-0.58534,2.23289
-0.04733,-0.58394,2.22871
-0.04731,-0.59355,2.22902
-0.06865,-0.61398,2.23271
-0.06866,-0.60404,2.23154
-0.04730,-0.60404,2.23216
-0.04729,-0.61427,2.23428
0.02088,-0.59610,2.23809
0.02085,-0.58645,2.23780
0.04241,-0.59525,2.23488
0.02081,-0.61427,2.23473
0.02088,-0.60547,2.23739
-0.02640,-0.61340,2.23179
-0.00086,-0.60404,2.23271
-0.00089,-0.61281,2.23006
-0.02649,-0.60116,2.22296
-0.02649,-0.58366,2.22813
-0.00091,-0.58478,2.23214
-0.00085,-0.59497,2.23437
-0.02649,-0.59242,2.22556
0.04226,-0.58478,2.23170
0.04228,-0.60375,2.23131
0.04222,-0.61281,2.22961
-0.02633,-0.63423,2.23686
-0.02632,-0.62542,2.23961
0.04268,-0.63513,2.23944
0.04274,-0.64515,2.24046
0.04264,-0.65396,2.23763
-0.02633,-0.65180,2.23125
-0.02633,-0.64302,2.23407
-0.00077,-0.64272,2.23329
-0.00079,-0.65180,2.23142
-0.00089,-0.62217,2.22927
-0.00089,-0.63153,2.22845
0.02068,-0.63183,2.22929
0.02072,-0.62276,2.23108
0.04217,-0.62187,2.22788
0.02081,-0.65211,2.23226
0.02061,-0.64058,2.22652
-0.11632,-0.56883,2.23960
-0.11624,-0.57792,2.23806
-0.11618,-0.54853,2.23484
-0.09488,-0.55786,2.23547
-0.06879,-0.55733,2.23460
-0.06885,-0.54853,2.23701
-0.09479,-0.56666,2.23301
-0.11611,-0.55760,2.23339
-0.09486,-0.54801,2.23402
-0.04741,-0.54617,2.22894
-0.04739,-0.55626,2.23136
-0.06874,-0.57600,2.23350
-0.06874,-0.56612,2.23215
-0.04737,-0.56558,2.23084
-0.04735,-0.57462,2.22931
-0.09491,-0.53895,2.23543
-0.06890,-0.51053,2.23561
-0.06895,-0.50173,2.23782
-0.11589,-0.53688,2.22659
-0.09482,-0.52836,2.23099
-0.11589,-0.52735,2.22601
-0.11596,-0.51833,2.22732
-0.09477,-0.51833,2.22844
-0.11588,-0.50832,2.22472
-0.09469,-0.50808,2.22486
-0.06885,-0.51933,2.23337
-0.04748,-0.50832,2.22750
-0.04745,-0.51708,2.22527
-0.06879,-0.53766,2.23165
-0.06882,-0.52836,2.23205
-0.04745,-0.52811,2.23170
-0.04743,-0.53714,2.23034
0.04245,-0.50221,2.24049
0.04238,-0.51102,2.23828
0.04226,-0.51958,2.23507
-0.02656,-0.53714,2.23072
-0.02659,-0.52760,2.23015
-0.00102,-0.52811,2.23226
-0.00101,-0.53740,2.23186
-0.02662,-0.51783,2.22856
-0.02662,-0.50906,2.23080
-0.02662,-0.50028,2.23300
-0.00108,-0.50906,2.23097
-0.00111,-0.51783,2.22873
0.02043,-0.51783,2.22863
0.02042,-0.50857,2.22893
0.02051,-0.53688,2.22983
0.02041,-0.52684,2.22732
0.04199,-0.52709,2.22795
0.04191,-0.53585,2.22563
0.04239,-0.56693,2.23576
-0.02650,-0.57462,2.22970
-0.02650,-0.56585,2.23218
-0.00100,-0.56504,2.22947
-0.00101,-0.57407,2.22795
-0.02651,-0.55653,2.23271
-0.02656,-0.54591,2.22836
-0.00102,-0.54643,2.23047
-0.00099,-0.55600,2.23095
0.02049,-0.55520,2.22796
0.02051,-0.54617,2.22940
0.04183,-0.54460,2.22328
0.04195,-0.55466,2.22570
0.02067,-0.57545,2.23265
0.02058,-0.56531,2.23033
0.04230,-0.57572,2.23327
0.10553,-0.54101,2.24264
0.06328,-0.54801,2.23526
0.06338,-0.53921,2.23763
0.10538,-0.54984,2.24026
0.10501,-0.55786,2.23496
0.12642,-0.53921,2.23466
0.12660,-0.56801,2.23609
0.06315,-0.57545,2.23176
0.08380,-0.57627,2.23389
0.06306,-0.56558,2.23041
0.08333,-0.56476,2.22678
0.10485,-0.56666,2.23252
0.10469,-0.57545,2.23003
0.06317,-0.55680,2.23285
0.08347,-0.55600,2.22922
0.08348,-0.54670,2.22970
0.12614,-0.55706,2.23086
0.12632,-0.54827,2.23326
0.14751,-0.54853,2.23279
0.14730,-0.55733,2.23038
0.12641,-0.57682,2.23360
0.14736,-0.56693,2.23082
0.14733,-0.57627,2.23025
0.06348,-0.53039,2.23996
0.06328,-0.52007,2.23645
0.08373,-0.52912,2.23439
0.10492,-0.52007,2.23472
0.10512,-0.53014,2.23726
0.06318,-0.51029,2.23483
0.06317,-0.50101,2.23510
0.08374,-0.50125,2.23532
0.14768,-0.50221,2.23553
0.14776,-0.51176,2.23623
0.08337,-0.53688,2.22820
0.08362,-0.51004,2.23311
0.08362,-0.51933,2.23280
0.10485,-0.50125,2.23433
0.10471,-0.51004,2.23213
0.12613,-0.51029,2.23187
0.12630,-0.50149,2.23407
0.12621,-0.51983,2.23252
0.12604,-0.52862,2.23024
0.14757,-0.52057,2.23398
0.14728,-0.52912,2.23074
0.14726,-0.53843,2.23034
0.19099,-0.50366,2.23774
0.19087,-0.51274,2.23650
0.21088,-0.50390,2.23673
0.16877,-0.53869,2.22962
0.16870,-0.52912,2.22905
0.19063,-0.52157,2.23425
0.19027,-0.53014,2.23101
0.16873,-0.51053,2.22972
0.16851,-0.51933,2.22748
0.16864,-0.50101,2.22902
0.20990,-0.51127,2.22876
0.23245,-0.50342,2.23241
0.23243,-0.51274,2.23213
0.23254,-0.52232,2.23277
0.23238,-0.53141,2.23145
0.20937,-0.52887,2.22425
0.20964,-0.52007,2.22653
0.16959,-0.56910,2.23679
0.16932,-0.55893,2.23445
0.19091,-0.56937,2.23585
0.16935,-0.54958,2.23494
0.19069,-0.54050,2.23445
0.19077,-0.55010,2.23496
0.21123,-0.55168,2.23874
0.23334,-0.55220,2.23825
0.21095,-0.56053,2.23633
0.23303,-0.56106,2.23584
0.16934,-0.57792,2.23430
0.19062,-0.55920,2.23351
0.21055,-0.54075,2.23344
0.23208,-0.54024,2.22913
0.21066,-0.56937,2.23388
0.23272,-0.56991,2.23339
0.06368,-0.65458,2.23897
0.10528,-0.64454,2.23626
0.10523,-0.65396,2.23533
0.08403,-0.62483,2.23612
0.10565,-0.62690,2.24180
0.10546,-0.63573,2.23905
0.12664,-0.63483,2.23496
0.14826,-0.62690,2.23912
0.12685,-0.65488,2.23695
0.12706,-0.64606,2.23978
0.08357,-0.65118,2.22778
0.08373,-0.64241,2.23060
0.06321,-0.64211,2.23039
0.06334,-0.63333,2.23317
0.08370,-0.63273,2.23052
0.06321,-0.62305,2.23115
0.12629,-0.62394,2.23104
0.14731,-0.63333,2.22878
0.14778,-0.64454,2.23359
0.14753,-0.65334,2.23077
0.08406,-0.61544,2.23691
0.08421,-0.60662,2.23957
0.10547,-0.61660,2.23974
0.08417,-0.59695,2.23933
0.06337,-0.59554,2.23529
0.08414,-0.58729,2.23903
0.06319,-0.61340,2.23098
0.06326,-0.60433,2.23267
0.10502,-0.60519,2.23380
0.06329,-0.58562,2.23403
0.10452,-0.58422,2.22750
0.10477,-0.59469,2.23068
0.12602,-0.59440,2.22850
0.12622,-0.58562,2.23107
0.14765,-0.58673,2.23346
0.14743,-0.59554,2.23089
0.12594,-0.61310,2.22707
0.14774,-0.60605,2.23400
0.14751,-0.61485,2.23135
0.12582,-0.60318,2.22590
0.19141,-0.59922,2.23970
0.19091,-0.60749,2.23518
0.19196,-0.58149,2.24482
0.19169,-0.59036,2.24228
0.16859,-0.60433,2.22660
0.19007,-0.61485,2.22777
0.16853,-0.61369,2.22586
0.16884,-0.59554,2.22920
0.16930,-0.58729,2.23368
0.21012,-0.59667,2.22916
0.21043,-0.58785,2.23173
0.21036,-0.57820,2.23140
0.23266,-0.57930,2.23281
0.23272,-0.58897,2.23314
0.21058,-0.61689,2.23246
0.21065,-0.60749,2.23321
0.23252,-0.59808,2.23152
0.23244,-0.60749,2.23081
0.17002,-0.64697,2.23948
0.16975,-0.65581,2.23665
0.16990,-0.63693,2.23848
0.19104,-0.64636,2.23569
0.16957,-0.62631,2.23552
0.19003,-0.63393,2.22710
0.18978,-0.62365,2.22509
0.21029,-0.63543,2.22987
0.21061,-0.62660,2.23261
0.23262,-0.61748,2.23195
0.23240,-0.62660,2.23021
0.21010,-0.65427,2.22807
0.21044,-0.64545,2.23088
0.23259,-0.64636,2.23132
0.23295,-0.63753,2.23409
0.23261,-0.65612,2.23133
-0.09466,-0.68352,2.23659
-0.09485,-0.66588,2.24248
-0.09475,-0.67471,2.23956
-0.06863,-0.67439,2.23966
-0.06859,-0.66307,2.23499
-0.04720,-0.66400,2.23845
-0.04717,-0.67281,2.23554
-0.06857,-0.68320,2.23670
-0.11542,-0.68875,2.22209
-0.11555,-0.67999,2.22507
-0.09426,-0.68842,2.22225
-0.11568,-0.67122,2.22802
-0.11577,-0.66213,2.22997
-0.04715,-0.68159,2.23258
-0.04712,-0.69037,2.22959
-0.06841,-0.68940,2.22614
0.02092,-0.66275,2.23510
0.04258,-0.66307,2.23570
-0.02635,-0.67743,2.22065
-0.00083,-0.67935,2.22650
-0.00093,-0.68712,2.22068
-0.02632,-0.67027,2.22833
-0.02633,-0.66057,2.22838
-0.00081,-0.66088,2.22951
-0.00079,-0.67059,2.22945
0.02085,-0.67154,2.23219
0.04247,-0.67186,2.23279
0.02077,-0.68031,2.22924
0.04225,-0.67967,2.22701
0.02067,-0.68875,2.22531
0.04195,-0.68680,2.21930
-0.06814,-0.69255,2.20706
-0.04704,-0.69190,2.20578
-0.11457,-0.69058,2.19925
-0.09342,-0.68729,2.19091
-0.02636,-0.68615,2.21767
-0.02637,-0.69453,2.21372
-0.00101,-0.69519,2.21578
0.02001,-0.69091,2.20341
0.06182,-0.69058,2.20160
0.04184,-0.69551,2.21629
0.04082,-0.69656,2.19157
0.12555,-0.69815,2.22034
0.06352,-0.67281,2.23509
0.06365,-0.66400,2.23800
0.12680,-0.67407,2.23590
0.12694,-0.66494,2.23786
0.14809,-0.66494,2.23642
0.14828,-0.67534,2.23823
0.14802,-0.68416,2.23528
0.06315,-0.68972,2.22726
0.06328,-0.68095,2.23024
0.10465,-0.68031,2.22662
0.08315,-0.68745,2.21990
0.08332,-0.67871,2.22288
0.10445,-0.68907,2.22364
0.10504,-0.66275,2.23246
0.10485,-0.67154,2.22956
0.08349,-0.66996,2.22581
0.08347,-0.66026,2.22587
0.12634,-0.69167,2.22995
0.12657,-0.68288,2.23294
0.14776,-0.69297,2.23229
0.16966,-0.66526,2.23568
0.19139,-0.65704,2.23853
0.19119,-0.66619,2.23661
0.23341,-0.67756,2.23685
0.16879,-0.69167,2.22684
0.16909,-0.68288,2.22982
0.19055,-0.68384,2.23075
0.19022,-0.69264,2.22777
0.16937,-0.67407,2.23277
0.19087,-0.67502,2.23370
0.21001,-0.67344,2.22703
0.21035,-0.66463,2.22993
0.23250,-0.66557,2.23035
0.23263,-0.69524,2.23091
0.23302,-0.68641,2.23390
0.20907,-0.69037,2.21924
0.20966,-0.68224,2.22409
0.08228,-0.69222,2.20558
0.10350,-0.69420,2.21026
0.14518,-0.69321,2.20481
0.20718,-0.69486,2.20405
0.18696,-0.69255,2.19942
0.16504,-0.68893,2.19094
0.22763,-0.69222,2.19420
0.24741,-0.69222,2.19182
-0.11357,-0.69089,2.17266
-0.06766,-0.68989,2.17196
-0.09274,-0.68790,2.16527
-0.04693,-0.68956,2.17163
-0.02666,-0.69056,2.17484
-0.00189,-0.68956,2.17219
0.01934,-0.69289,2.18152
0.06045,-0.69089,2.17503
0.05996,-0.69706,2.16542
0.03957,-0.69537,2.16123
-0.11282,-0.69335,2.15270
-0.04687,-0.69301,2.15448
-0.06733,-0.69099,2.14823
-0.09195,-0.68694,2.13590
-0.02686,-0.68998,2.14639
-0.00240,-0.68998,2.14657
0.01835,-0.69099,2.14931
-0.02700,-0.69223,2.12644
0.03807,-0.69189,2.12531
0.05820,-0.69428,2.13139
0.08093,-0.69422,2.18372
0.12240,-0.69456,2.18252
0.14243,-0.69256,2.17550
0.10047,-0.68923,2.16866
0.07928,-0.69436,2.15719
0.16405,-0.69522,2.18137
0.20270,-0.69189,2.16827
0.22430,-0.69322,2.16970
0.24232,-0.68956,2.15709
0.18490,-0.69589,2.18141
0.09869,-0.68998,2.14405
0.11894,-0.68930,2.14102
0.13925,-0.68998,2.14154
0.16060,-0.69301,2.14837
0.19964,-0.69268,2.14378
0.22021,-0.69200,2.13964
0.23971,-0.69268,2.13919
0.18164,-0.69537,2.15312
0.17893,-0.69633,2.12954
-0.44912,-0.69706,2.11382
-0.43045,-0.68890,2.12221
-0.40894,-0.69436,2.11519
-0.42588,-0.69031,2.09988
-0.36840,-0.69335,2.12061
-0.34375,-0.69268,2.12331
-0.38663,-0.69065,2.10930
-0.33987,-0.69325,2.09896
-0.44196,-0.69428,2.08050
-0.42301,-0.69462,2.08586
-0.36358,-0.69257,2.09260
-0.40210,-0.69086,2.07991
-0.31824,-0.68882,2.09035
-0.38034,-0.68745,2.07488
-0.33586,-0.69329,2.07371
-0.31422,-0.68811,2.06323
-0.29829,-0.68916,2.09459
-0.27355,-0.69018,2.10121
-0.25482,-0.69052,2.10479
-0.23510,-0.69052,2.10735
-0.15630,-0.69257,2.12116
-0.21505,-0.68950,2.10690
-0.19542,-0.68916,2.10809
-0.17572,-0.68882,2.10908
-0.19455,-0.69467,2.09759
-0.13067,-0.69294,2.09841
-0.23296,-0.69225,2.08660
-0.29507,-0.68983,2.07114
-0.26996,-0.68880,2.07213
-0.25162,-0.68949,2.07660
-0.23053,-0.69276,2.06307
-0.21270,-0.68949,2.08146
-0.17396,-0.68914,2.08454
-0.15413,-0.68880,2.08534
-0.19186,-0.69171,2.06467
-0.43717,-0.69536,2.05825
-0.41526,-0.68983,2.04793
-0.45164,-0.66907,2.03281
-0.45229,-0.66091,2.03564
-0.41258,-0.69416,2.03487
-0.39741,-0.69122,2.05574
-0.37659,-0.68914,2.05438
-0.35735,-0.68845,2.05631
-0.35429,-0.69101,2.03856
-0.32951,-0.68752,2.03369
-0.45097,-0.67721,2.02995
-0.45030,-0.68534,2.02705
-0.42767,-0.68787,2.01405
-0.44571,-0.68682,2.00676
-0.39220,-0.69031,2.02885
-0.37083,-0.68647,2.02283
-0.32726,-0.69131,2.01963
-0.36809,-0.68990,2.00791
-0.38752,-0.69025,2.00475
-0.40598,-0.69096,2.00256
-0.35028,-0.69131,2.01529
-0.34864,-0.69678,2.00586
-0.26786,-0.69171,2.05518
-0.29211,-0.69101,2.04958
-0.24885,-0.68961,2.05218
-0.31007,-0.68682,2.03522
-0.24692,-0.69237,2.03523
-0.26519,-0.69272,2.03360
-0.22802,-0.69272,2.03864
-0.21053,-0.68996,2.05792
-0.17188,-0.68752,2.05535
-0.15269,-0.68927,2.06175
-0.12857,-0.68577,2.05420
-0.18986,-0.69166,2.04020
-0.15143,-0.69060,2.04099
-0.12770,-0.68813,2.03624
-0.28877,-0.69096,2.02526
-0.30825,-0.69131,2.02298
-0.28632,-0.69320,2.00745
-0.26138,-0.68998,2.00278
-0.24311,-0.68855,2.00159
-0.22475,-0.68962,2.00682
-0.20802,-0.68883,2.03069
-0.16974,-0.68530,2.02528
-0.18755,-0.68998,2.01205
-0.20576,-0.68855,2.00629
-0.16885,-0.68962,2.01297
-0.14949,-0.68748,2.00907
-0.12600,-0.68354,2.00058
-0.46020,-0.59942,2.07002
-0.45960,-0.60774,2.06746
-0.45947,-0.58014,2.06665
-0.45952,-0.58933,2.06696
-0.45976,-0.56239,2.06777
-0.45941,-0.57098,2.06629
-0.46086,-0.54575,2.07247
-0.46031,-0.55407,2.07014
-0.46304,-0.50348,2.08174
-0.46150,-0.52854,2.07516
-0.46140,-0.53742,2.07477
-0.46169,-0.51081,2.07581
-0.46118,-0.51915,2.07362
-0.45713,-0.62245,2.05666
-0.45505,-0.62848,2.04752
-0.45358,-0.64456,2.04119
-0.45421,-0.63637,2.04391
-0.45294,-0.65274,2.03843
-0.45837,-0.61511,2.06207
-0.09122,-0.69605,2.10920
-0.11156,-0.69052,2.11866
-0.09149,-0.69018,2.11879
-0.06691,-0.68950,2.11794
-0.04676,-0.68950,2.11854
-0.11081,-0.69260,2.09875
-0.06662,-0.69122,2.09708
-0.00292,-0.68984,2.12005
0.01754,-0.69086,2.12279
-0.02723,-0.68983,2.09431
-0.00343,-0.68983,2.09451
0.05668,-0.69294,2.10210
0.01676,-0.69087,2.09725
0.03678,-0.68983,2.09415
-0.04667,-0.68811,2.08924
-0.04663,-0.69346,2.07872
-0.09039,-0.69381,2.07804
-0.06622,-0.68961,2.06782
-0.00386,-0.69101,2.07274
-0.02741,-0.68996,2.06974
0.01616,-0.69276,2.07736
0.03573,-0.68961,2.06866
0.05482,-0.68892,2.06631
0.07694,-0.69018,2.11944
0.09691,-0.69052,2.11946
0.11729,-0.69155,2.12114
0.13659,-0.68916,2.11326
0.09540,-0.69225,2.09866
0.13536,-0.69363,2.09996
0.15568,-0.69467,2.10121
0.15735,-0.69121,2.11730
0.19658,-0.69325,2.11931
0.21612,-0.69052,2.10962
0.23587,-0.69257,2.11293
0.17492,-0.69294,2.09481
0.09288,-0.69767,2.06364
0.07495,-0.68776,2.08738
0.11384,-0.68569,2.07977
0.07343,-0.68787,2.06286
0.09329,-0.69066,2.06946
0.11243,-0.68857,2.06277
0.13218,-0.69031,2.06615
0.19329,-0.69294,2.09301
0.21306,-0.69156,2.08709
0.23258,-0.69363,2.09043
0.18977,-0.69171,2.06489
0.21076,-0.69451,2.07015
-0.10941,-0.68787,2.06107
-0.08959,-0.69166,2.04788
-0.06603,-0.69378,2.05450
-0.04653,-0.69131,2.04855
-0.10884,-0.69131,2.04590
0.01555,-0.69449,2.05749
-0.02757,-0.69060,2.04706
-0.00429,-0.69202,2.05101
0.03479,-0.69025,2.04601
0.05380,-0.69060,2.04648
0.01492,-0.69571,2.03671
-0.06570,-0.69392,2.03091
-0.04646,-0.69249,2.02778
-0.10758,-0.68748,2.01207
-0.08864,-0.68712,2.01218
-0.10718,-0.69241,2.00161
-0.00480,-0.69141,2.02556
0.03382,-0.69034,2.02245
0.05248,-0.68998,2.02107
-0.02783,-0.68605,2.01135
0.05141,-0.69096,2.00036
0.07273,-0.69272,2.05144
0.15145,-0.68892,2.06091
0.13007,-0.69096,2.04358
0.14979,-0.69202,2.04488
0.11024,-0.68777,2.03645
0.17060,-0.68822,2.05735
0.22807,-0.69136,2.05960
0.24796,-0.69276,2.06081
0.18661,-0.69131,2.03960
0.16812,-0.68919,2.03577
0.20618,-0.69096,2.03654
0.22492,-0.69237,2.03809
0.07098,-0.69105,2.02324
0.10892,-0.69070,2.02041
0.12787,-0.69105,2.02010
0.14685,-0.69034,2.01678
0.08933,-0.68819,2.01495
0.16703,-0.69463,2.02627
0.18380,-0.69177,2.01713
0.24328,-0.69060,2.03101
0.20211,-0.68855,2.00671
0.22110,-0.69141,2.01198
0.24049,-0.69284,2.01325
0.33790,-0.69687,2.22072
0.25361,-0.67756,2.23441
0.25402,-0.66869,2.23732
0.25320,-0.68641,2.23146
0.27476,-0.67756,2.23164
0.29530,-0.67692,2.22681
0.27431,-0.68641,2.22869
0.25237,-0.69427,2.22567
0.27386,-0.69524,2.22571
0.29483,-0.68576,2.22387
0.25345,-0.65766,2.23360
0.29623,-0.65920,2.23256
0.27444,-0.65735,2.22989
0.27416,-0.66651,2.22797
0.29577,-0.66807,2.22970
0.31828,-0.66994,2.23203
0.31844,-0.66043,2.23302
0.34021,-0.66167,2.23331
0.33969,-0.67057,2.23045
0.31745,-0.67819,2.22726
0.33916,-0.67946,2.22756
0.31610,-0.68544,2.21967
0.33862,-0.68833,2.22462
0.36230,-0.66352,2.23525
0.43568,-0.67061,2.24305
0.41189,-0.66660,2.23541
0.41250,-0.65762,2.23824
0.43523,-0.66005,2.24125
0.43502,-0.67963,2.24018
0.36080,-0.69058,2.22748
0.36137,-0.68167,2.23042
0.38759,-0.68167,2.22553
0.38698,-0.69058,2.22260
0.36194,-0.67275,2.23332
0.38918,-0.66444,2.23314
0.38819,-0.67275,2.22843
0.41147,-0.67588,2.23348
0.41063,-0.68452,2.22965
0.43326,-0.68705,2.23266
0.40957,-0.69282,2.22487
0.26958,-0.69551,2.19844
0.29041,-0.69617,2.19740
0.29356,-0.69297,2.21623
0.31526,-0.69362,2.21484
0.35649,-0.69297,2.20596
0.38358,-0.69492,2.20669
0.42996,-0.69218,2.21866
0.42427,-0.69362,2.19453
0.40517,-0.69589,2.20529
0.47660,-0.69892,2.22850
0.45696,-0.68057,2.23825
0.45833,-0.66249,2.24395
0.45765,-0.67153,2.24112
0.50091,-0.66309,2.23580
0.45512,-0.68800,2.23074
0.47807,-0.68088,2.23434
0.47734,-0.68990,2.23143
0.47664,-0.65914,2.22895
0.47593,-0.66814,2.22615
0.49967,-0.67153,2.23115
0.52202,-0.66309,2.23044
0.52306,-0.67431,2.23404
0.49892,-0.68057,2.22829
0.52227,-0.68338,2.23118
0.52148,-0.69244,2.22829
0.49816,-0.68959,2.22540
0.56961,-0.67893,2.23620
0.54613,-0.66674,2.23586
0.59399,-0.67283,2.24215
0.59169,-0.66033,2.23493
0.59224,-0.69119,2.23646
0.59312,-0.68202,2.23932
0.54533,-0.67585,2.23305
0.56876,-0.68807,2.23334
0.54265,-0.68275,2.22381
0.56822,-0.65733,2.23176
0.56740,-0.66644,2.22899
0.61302,-0.66033,2.22854
0.61214,-0.66948,2.22578
0.61154,-0.67893,2.22388
0.56790,-0.69719,2.23044
0.58763,-0.69624,2.22180
0.46708,-0.69589,2.19164
0.48971,-0.69849,2.19394
0.44895,-0.68929,2.20574
0.49443,-0.69475,2.21150
0.51426,-0.69346,2.20256
0.54076,-0.69054,2.21729
0.60974,-0.68713,2.21833
0.53939,-0.69892,2.21255
0.60882,-0.69624,2.21545
0.55876,-0.69667,2.20032
0.26560,-0.69622,2.17307
0.28601,-0.69656,2.17114
0.30974,-0.69255,2.18395
0.33152,-0.69486,2.18709
0.30555,-0.69389,2.16054
0.35126,-0.69354,2.17983
0.37682,-0.69354,2.17508
0.41837,-0.69453,2.16951
0.39890,-0.69584,2.17744
0.34155,-0.69537,2.13136
0.32533,-0.69289,2.15445
0.26000,-0.69301,2.13750
0.27973,-0.69268,2.13377
0.30088,-0.69402,2.13437
0.32003,-0.69234,2.12649
0.34454,-0.69123,2.14634
0.37026,-0.69223,2.14444
0.43593,-0.69025,2.15307
0.39222,-0.69489,2.14778
0.41073,-0.69256,2.13717
0.43295,-0.69556,2.14098
0.38825,-0.69807,2.13011
0.40940,-0.70009,2.13146
0.45994,-0.69584,2.16400
0.48006,-0.69551,2.15816
0.44232,-0.68972,2.17893
0.50731,-0.69459,2.17777
0.52819,-0.69524,2.17420
0.57561,-0.69282,2.18365
0.56789,-0.69395,2.15910
0.55183,-0.69849,2.17748
0.59906,-0.69571,2.18554
0.62208,-0.69827,2.18632
0.49755,-0.69190,2.14302
0.51913,-0.69387,2.14317
0.47166,-0.69389,2.12698
0.58753,-0.69297,2.15027
0.60988,-0.69524,2.15027
0.53721,-0.69091,2.12937
0.56131,-0.69617,2.13817
0.29650,-0.64023,2.23440
0.29669,-0.65032,2.23538
0.29678,-0.63104,2.23620
0.31882,-0.62214,2.23560
0.34121,-0.63400,2.23884
0.34071,-0.64293,2.23610
0.34055,-0.65245,2.23520
0.25329,-0.64758,2.23265
0.27484,-0.63873,2.23266
0.27457,-0.64789,2.23082
0.27446,-0.61865,2.23054
0.29563,-0.61923,2.22946
0.27480,-0.62897,2.23256
0.25188,-0.63483,2.22316
0.25212,-0.62572,2.22494
0.31836,-0.63104,2.23290
0.33974,-0.62185,2.23121
0.31809,-0.65002,2.23115
0.31789,-0.63993,2.23017
0.27510,-0.60063,2.23485
0.31933,-0.59399,2.23873
0.31959,-0.58479,2.24031
0.34037,-0.58424,2.23497
0.31928,-0.61324,2.23826
0.31973,-0.60432,2.24087
0.34034,-0.60347,2.23459
0.25250,-0.61689,2.22763
0.25287,-0.60806,2.23027
0.25309,-0.59893,2.23194
0.29568,-0.60007,2.23000
0.27486,-0.60979,2.23319
0.29606,-0.61036,2.23211
0.25289,-0.58897,2.23070
0.25338,-0.58039,2.23418
0.27482,-0.58095,2.23331
0.29586,-0.58122,2.23130
0.27444,-0.58980,2.23078
0.29578,-0.59064,2.23067
0.34009,-0.59343,2.23339
0.34022,-0.61295,2.23386
0.36270,-0.61525,2.23772
0.36320,-0.60630,2.24033
0.39036,-0.60743,2.23917
0.36400,-0.58809,2.24451
0.36430,-0.57884,2.24607
0.36351,-0.59706,2.24197
0.39028,-0.59762,2.23893
0.39132,-0.57966,2.24396
0.39081,-0.58864,2.24146
0.41277,-0.58947,2.24004
0.43455,-0.58074,2.23906
0.43509,-0.59112,2.24125
0.41166,-0.60743,2.23493
0.41222,-0.59846,2.23751
0.43451,-0.60013,2.23872
0.38861,-0.61467,2.23094
0.41109,-0.61640,2.23233
0.43282,-0.60772,2.23148
0.43244,-0.61698,2.22980
0.41227,-0.64743,2.23730
0.36191,-0.65306,2.23341
0.36113,-0.64203,2.22964
0.38874,-0.64413,2.23128
0.38937,-0.65488,2.23410
0.36129,-0.63252,2.23050
0.36181,-0.62360,2.23319
0.38927,-0.62535,2.23390
0.38911,-0.63489,2.23308
0.41140,-0.63637,2.23352
0.41051,-0.62535,2.22968
0.43184,-0.62594,2.22716
0.43122,-0.63489,2.22448
0.43323,-0.64743,2.23290
0.25359,-0.57126,2.23572
0.27496,-0.56213,2.23444
0.27504,-0.57180,2.23485
0.34153,-0.55719,2.24137
0.31951,-0.57505,2.23997
0.34109,-0.56613,2.23896
0.34064,-0.57505,2.23651
0.25309,-0.56080,2.23245
0.29537,-0.56133,2.22862
0.29610,-0.57208,2.23283
0.25314,-0.55142,2.23294
